publish_date,headline,description
2/25/20,"Trump Criticizes Justices Sotomayor, Ginsburg",President says they should recuse themselves from cases involving him 
2/25/20,"Hilton’s Waldorf Beverly Hills Used a Mole to Steal Secrets From Rival, Lawsuit Says","Peninsula Beverly Hills alleges former employee stole over 45,000 documents, according to suit "
2/25/20,Rivals Focus on Sanders at South Carolina Debate,Spirited exchanges mark event prior to delegate-rich nominating contests
2/25/20,Salesforce co-CEO Keith Block Steps Down,Executive change came as Salesforce reported quarterly earnings swung to a net loss compared with a profit of $548 million a year ago
2/25/20,Child Predators Hide on the Internet—AI Is Trying to Unmask Them,"New initiatives aim to protect young people when they chat with strangers online, but can the bots get ahead of the bad guys?"
2/25/20,"Hindus, Muslims Clash Over India Citizenship Law",Deadly violence erupts as President Trump and first lady participate in events elsewhere in city without incident
2/25/20,Coronavirus Concerns Fuel Fresh Selloff in Global Stocks,"Asian stocks fall, tracking big selloffs in the U.S. and Europe"
2/25/20,CDC Warns It Expects Coronavirus to Spread in U.S.,Official says authorities are preparing for a potential pandemic as Trump administration’s response is challenged in Congress
2/25/20,"Assange Tried to Warn Hillary Clinton About Naming of U.S. Sources, Lawyers Say",WikiLeaks founder’s defense team says he called State Department before other websites published unredacted material
2/25/20,Subscription Companies Make Quitting Easier,
2/25/20,JPMorgan Won’t Shun the Fed’s Discount Window Anymore,Move is likely to lessen stigma associated with borrowing directly from central bank
2/26/20,First Supervised Drug-Use Site Poised to Open in Philadelphia,Federal judge’s ruling paves way for safe-injection location despite Justice Department opposition
2/26/20,Rush to Invest in Municipal Debt Pushes Yields to Record Lows,Municipal-bond yields are hitting 38-year lows due to investors’ coronavirus concerns driving up demand in the $4 trillion muni market
2/26/20,U.S. Forces Return to Saudi Arabia to Deter Attacks by Iran,
2/26/20,"Neo-Nazis Are Charged With Threats Against Jews, Minorities, Journalists",The arrests of five individuals are part of a broader federal crackdown on white-supremacist groups 
2/26/20,"Stocks Stabilize, Treasury Yields Tick Higher","Dow industrials, S&P 500 edge up after sharp losses  the past two days"
2/26/20,Funky Socks Are Over. This Irreverent Accessory Is Taking Their Place.,Inventive belts from brands like Anderson’s and Bottega Veneta are the new flashy way to assert confidence sartorially
2/26/20,Panasonic to End Tesla Partnership That Makes Solar Panels in Buffalo,Japanese company says it will stop production in May and exit the factory by September
2/26/20,Out of Stock: Coronavirus in China Threatens Amazon Sellers,"Saying Amazon’s rankings algorithm demotes products that are out of stock, many are raising prices to slow sales, looking to shift production"
2/26/20,Furniture With Skirts: Why This Old Idea Is Taking Off Again,Cloaking a piece in fabric—once a favorite gambit of the cash-strapped—can dress up as well as cover up
2/26/20,Tough Job Interviews Make Candidates More Likely to Take the Offer,"Young job seekers want to show potential employers what they’re capable of, new Glassdoor research finds"
2/26/20,"FTC Rejects Planned Coal Joint Venture by Peabody, Arch","Agency says deal would limit competition, raise prices; companies vow to fight rejection "
2/26/20,"All You Need is Love, and a $7.2 Million Compound on Portugal’s Algarve Coast",
2/26/20,"India’s Ruling Party, Government Slammed Over Delhi Violence",Courts and political rivals criticize handling of sectarian clashes as toll climbs to 27 dead and more than 200 injured 
2/26/20,House Approves Bill to Make Lynching a Federal Hate Crime,President Trump is expected to sign the measure once the Senate passes it 
2/26/20,U.S. Companies in China Warn 2020 Revenue Could Halve If Coronavirus Persists,"Businesses struggle as travel restrictions, protective gear shortages weigh on workforce, productivity, survey finds"
2/26/20,The Most Delicious Way to Cook Cauliflower,Roast half of it for deep umami flavor and give the rest a quick simmer to keep it delightfully vital. The result is a satisfying vegetable ragout to serve over pasta
2/26/20,Rooftop Drills and Home Games on Foreign Turf: Coronavirus Alters China’s Olympic Prep,Chinese sports officials have attempted to keep their best athletes’ training on track amid the virus epidemic
2/26/20,"Katherine Johnson, a Human Computer, Calculated Trajectories for Astronauts","NASA mathematician played a vital behind-the-scenes role, depicted in the movie ‘Hidden Figures’ "
2/26/20,NBCUniversal Opens New Local Ads Business for Streaming TV,The company plans to hire up to 20 staffers for a new local ads business tasked with tackling the surging local TV streaming ads category
2/26/20,Wharton Names First Female Dean,Erika James will be both first woman and African-American to lead the 139-year-old business school 
2/26/20,Top Public and Private Colleges in the South,The University of North Carolina and Duke University top these lists in the WSJ/THE College Rankings
2/26/20,Columbia Gas of Massachusetts to Plead Guilty to Federal Charge Over 2018 Explosions,"Company to pay $53 million fine over incident that killed one man, injured nearly 25 people "
2/26/20,"Court Rules Trump Administration Can Withhold Funds From Sanctuary States, New York City",Federal appeals court decides president had authority to penalize jurisdictions over immigration enforcement
2/26/20,A New Peter Pan Tale Is All About ‘Wendy’,The haunting film created by ‘Beasts of the Southern Wild’ director is a meditation on motherhood
2/26/20,The Pros Have to Sell Stocks Now. You Don’t.,Small investors who resist the coronavirus fears sweeping the market could be in position to buy bargains as big money flees  
2/26/20,Trump Campaign Sues New York Times Over Opinion Piece,A Times spokeswoman says ‘the law protects the right of Americans to express their judgments and conclusions’
2/26/20,Papa John’s Sees Higher Sales After Tough Stretch,Improved outlook comes as U.S. pizza makers fight for business 
2/26/20,CFOs Could Change Pension Accounting Style to Avoid Drag on Earnings,"Low interest rates could spur a shift to the mark-to-market method, in which companies immediately recognize gains or losses, pension experts say "
2/26/20,Air Transport Communications Company Settles Allegations of Terrorist Sanctions Violations,Société Internationale de Télécommunications Aéronautiques SCRL agrees to pay $7.8 million to settle allegations it did business with airlines that the U.S. had placed on a terrorist blacklist 
2/26/20,‘They Become Part of Me’: Readers Share Their Secrets to Lifelong Friendships,A WSJ article on the science behind friendship prompted readers to share their own insights on the importance of friends
2/26/20,"When Safety Rules on Oil Drilling Were Changed, Some Staff Objected. Those Notes Were Cut","Revisions of key memos could undermine federal regulator’s defense of rule changes, legal experts say"
2/26/20,The NFL Nears Labor Peace After Tension and Angst,Player leaders took a critical step toward completing a new collective bargaining agreement that could add a 17th game to the regular season
2/26/20,Molson Coors Shooting Leaves 6 Dead in Milwaukee,"Gunman, identified as ‘active employee,’ apparently died of self-inflicted gunshot wound"
2/26/20,Roblox Valued at $4 Billion as Investors Bet on Future of Gaming,Andreessen Horowitz leads investor group in latest $150 million funding round for popular videogame hub 
2/26/20,Coronavirus Prompts a Whole City to Try Home Schooling,
2/26/20,Why Reality Fans Can’t Look Away From Netflix’s ‘Love Is Blind’,The season finale of the streamer’s new reality series comes out Thursday
2/26/20,Google Cloud Signs Deal With SADA Systems in Enterprise Push,Service provider SADA will commit to resell $500 million in Google Cloud services in the next three years
2/26/20,Colorado Legislature Repeals Death Penalty,"Gov. Jared Polis is expected to sign the bill, making Colorado the 10th state since 2004 to abolish capital punishment "
2/26/20,Uber’s Food-Delivery Boss Leaving Company,"Jason Droege, head of Eats business, exits after joining Uber in 2014 "
2/26/20,Jimmy John’s Faces U.S. Probe Over E.coli Outbreak,Sandwich chain drops clover spouts as it contends with latest food-safety outbreak 
2/26/20,"What Makes a $60,000 Watch So Expensive?",An insiders’ guide to the sometimes surprising factors that account for prestige timepieces’ shocking price tags
2/26/20,"China Tightens Screening of Travelers, Fearing Reinfection From Abroad","As spread of the epidemic eases within China, some cities step up scrutiny of travelers arriving from abroad"
2/26/20,PG&E Judge Skeptical of Most Government Wildfire Response Claims,A California emergency response agency says it is owed $290 million while the Federal Emergency Management Agency wants billions of dollars more 
2/26/20,"As Investors Cast Off Coal Stakes, Miners Rely on a Few Big Funds",Moves leave miners exposed to a handful of funds at a time of changing ESG standards
2/26/20,SoftBank’s Rajeev Misra Used Campaign of Sabotage to Hobble Internal Rivals,
2/26/20,"CFOs, Ratings Firms Keep Close Eye on Liquidity, Cash Flow as Coronavirus Spreads",Companies could face ratings downgrades and funding problems amid continued outbreak 
2/26/20,"For Wine Expertise, Who Can You Really Trust?","As sommeliers have grown more visible in popular culture, the definition of the role has been stretched to the breaking point. Who actually deserves the title?"
